"X1"	"X2"
40235	42043
40585	41458
40585	41459
40585	41488
40585	42043
41458	41459
41458	41488
41458	42043
41459	41488
41459	42043
41488	42043
30837	31040
30837	34748
30837	37080
30837	41459
31040	34748
31040	37080
31040	41459
34748	37080
34748	41459
37080	41459
30838	34264
30838	38275
30838	38334
30838	39971
34264	38275
34264	38334
34264	39971
38275	38334
38275	39971
38334	39971
30838	35102
30838	31822
30838	33582
30838	34228
30838	37638
30838	40084
31822	33582
31822	34228
31822	37638
31822	40084
33582	34228
33582	37638
33582	40084
34228	37638
34228	40084
37638	40084
30838	34264
30838	35101
30838	36560
30838	42543
34264	35101
34264	36560
34264	42543
35101	36560
35101	42543
36560	42543
32534	33439
32534	34045
32534	39192
33439	34045
33439	39192
34045	39192
30838	39103
30838	40084
30838	42218
39103	40084
39103	42218
40084	42218
30838	31040
30838	34264
30838	34748
30838	41459
31040	34264
31040	34748
31040	41459
34264	34748
34264	41459
34748	41459
30839	31662
30839	31982
30839	34682
30839	34954
30839	35340
30839	38093
30839	40214
30839	41271
30839	42727
30839	43408
30839	43816
30839	45255
30839	46255
30839	46829
30839	48373
30839	50589
31662	31982
31662	34682
31662	34954
31662	35340
31662	38093
31662	40214
31662	41271
31662	42727
31662	43408
31662	43816
31662	45255
31662	46255
31662	46829
31662	48373
31662	50589
31982	34682
31982	34954
31982	35340
31982	38093
31982	40214
31982	41271
31982	42727
31982	43408
31982	43816
31982	45255
31982	46255
31982	46829
31982	48373
31982	50589
34682	34954
34682	35340
34682	38093
34682	40214
34682	41271
34682	42727
34682	43408
34682	43816
34682	45255
34682	46255
34682	46829
34682	48373
34682	50589
34954	35340
34954	38093
34954	40214
34954	41271
34954	42727
34954	43408
34954	43816
34954	45255
34954	46255
34954	46829
34954	48373
34954	50589
35340	38093
35340	40214
35340	41271
35340	42727
35340	43408
35340	43816
35340	45255
35340	46255
35340	46829
35340	48373
35340	50589
38093	40214
38093	41271
38093	42727
38093	43408
38093	43816
38093	45255
38093	46255
38093	46829
38093	48373
38093	50589
40214	41271
40214	42727
40214	43408
40214	43816
40214	45255
40214	46255
40214	46829
40214	48373
40214	50589
41271	42727
41271	43408
41271	43816
41271	45255
41271	46255
41271	46829
41271	48373
41271	50589
42727	43408
42727	43816
42727	45255
42727	46255
42727	46829
42727	48373
42727	50589
43408	43816
43408	45255
43408	46255
43408	46829
43408	48373
43408	50589
43816	45255
43816	46255
43816	46829
43816	48373
43816	50589
45255	46255
45255	46829
45255	48373
45255	50589
46255	46829
46255	48373
46255	50589
46829	48373
46829	50589
48373	50589
30839	30999
30839	31146
30839	33732
30839	34059
30839	35297
30839	35790
30839	35959
30839	36273
30839	37998
30839	40636
30839	42621
30999	31146
30999	33732
30999	34059
30999	35297
30999	35790
30999	35959
30999	36273
30999	37998
30999	40636
30999	42621
31146	33732
31146	34059
31146	35297
31146	35790
31146	35959
31146	36273
31146	37998
31146	40636
31146	42621
33732	34059
33732	35297
33732	35790
33732	35959
33732	36273
33732	37998
33732	40636
33732	42621
34059	35297
34059	35790
34059	35959
34059	36273
34059	37998
34059	40636
34059	42621
35297	35790
35297	35959
35297	36273
35297	37998
35297	40636
35297	42621
35790	35959
35790	36273
35790	37998
35790	40636
35790	42621
35959	36273
35959	37998
35959	40636
35959	42621
36273	37998
36273	40636
36273	42621
37998	40636
37998	42621
40636	42621
31446	33219
31446	35513
31446	37507
31446	40529
31446	41355
33219	35513
33219	37507
33219	40529
33219	41355
35513	37507
35513	40529
35513	41355
37507	40529
37507	41355
40529	41355
30839	30882
30839	31265
30839	31349
30839	32412
30839	34059
30839	34456
30839	35283
30839	37811
30839	38742
30839	40145
30839	42299
30882	31265
30882	31349
30882	32412
30882	34059
30882	34456
30882	35283
30882	37811
30882	38742
30882	40145
30882	42299
31265	31349
31265	32412
31265	34059
31265	34456
31265	35283
31265	37811
31265	38742
31265	40145
31265	42299
31349	32412
31349	34059
31349	34456
31349	35283
31349	37811
31349	38742
31349	40145
31349	42299
32412	34059
32412	34456
32412	35283
32412	37811
32412	38742
32412	40145
32412	42299
34059	34456
34059	35283
34059	37811
34059	38742
34059	40145
34059	42299
34456	35283
34456	37811
34456	38742
34456	40145
34456	42299
35283	37811
35283	38742
35283	40145
35283	42299
37811	38742
37811	40145
37811	42299
38742	40145
38742	42299
40145	42299
30839	34409
30839	34975
30839	36887
30839	40549
34409	34975
34409	36887
34409	40549
34975	36887
34975	40549
36887	40549
30839	34954
30839	35340
30839	36173
30839	42120
30839	43950
30839	46969
30839	47732
34954	35340
34954	36173
34954	42120
34954	43950
34954	46969
34954	47732
35340	36173
35340	42120
35340	43950
35340	46969
35340	47732
36173	42120
36173	43950
36173	46969
36173	47732
42120	43950
42120	46969
42120	47732
43950	46969
43950	47732
46969	47732
30839	33732
30839	34543
30839	40462
30839	40798
30839	41271
30839	41547
30839	41820
30839	45204
30839	46768
30839	47148
30839	47732
30839	47823
30839	48710
30839	49270
30839	49664
30839	50320
30839	50426
30839	50566
33732	34543
33732	40462
33732	40798
33732	41271
33732	41547
33732	41820
33732	45204
33732	46768
33732	47148
33732	47732
33732	47823
33732	48710
33732	49270
33732	49664
33732	50320
33732	50426
33732	50566
34543	40462
34543	40798
34543	41271
34543	41547
34543	41820
34543	45204
34543	46768
34543	47148
34543	47732
34543	47823
34543	48710
34543	49270
34543	49664
34543	50320
34543	50426
34543	50566
40462	40798
40462	41271
40462	41547
40462	41820
40462	45204
40462	46768
40462	47148
40462	47732
40462	47823
40462	48710
40462	49270
40462	49664
40462	50320
40462	50426
40462	50566
40798	41271
40798	41547
40798	41820
40798	45204
40798	46768
40798	47148
40798	47732
40798	47823
40798	48710
40798	49270
40798	49664
40798	50320
40798	50426
40798	50566
41271	41547
41271	41820
41271	45204
41271	46768
41271	47148
41271	47732
41271	47823
41271	48710
41271	49270
41271	49664
41271	50320
41271	50426
41271	50566
41547	41820
41547	45204
41547	46768
41547	47148
41547	47732
41547	47823
41547	48710
41547	49270
41547	49664
41547	50320
41547	50426
41547	50566
41820	45204
41820	46768
41820	47148
41820	47732
41820	47823
41820	48710
41820	49270
41820	49664
41820	50320
41820	50426
41820	50566
45204	46768
45204	47148
45204	47732
45204	47823
45204	48710
45204	49270
45204	49664
45204	50320
45204	50426
45204	50566
46768	47148
46768	47732
46768	47823
46768	48710
46768	49270
46768	49664
46768	50320
46768	50426
46768	50566
47148	47732
47148	47823
47148	48710
47148	49270
47148	49664
47148	50320
47148	50426
47148	50566
47732	47823
47732	48710
47732	49270
47732	49664
47732	50320
47732	50426
47732	50566
47823	48710
47823	49270
47823	49664
47823	50320
47823	50426
47823	50566
48710	49270
48710	49664
48710	50320
48710	50426
48710	50566
49270	49664
49270	50320
49270	50426
49270	50566
49664	50320
49664	50426
49664	50566
50320	50426
50320	50566
50426	50566
30839	30999
30839	33584
30839	33964
30839	34954
30839	35921
30839	36972
30839	38650
30839	42692
30839	48087
30839	50667
30999	33584
30999	33964
30999	34954
30999	35921
30999	36972
30999	38650
30999	42692
30999	48087
30999	50667
33584	33964
33584	34954
33584	35921
33584	36972
33584	38650
33584	42692
33584	48087
33584	50667
33964	34954
33964	35921
33964	36972
33964	38650
33964	42692
33964	48087
33964	50667
34954	35921
34954	36972
34954	38650
34954	42692
34954	48087
34954	50667
35921	36972
35921	38650
35921	42692
35921	48087
35921	50667
36972	38650
36972	42692
36972	48087
36972	50667
38650	42692
38650	48087
38650	50667
42692	48087
42692	50667
48087	50667
30839	32370
30839	34059
30839	36135
30839	37800
30839	39647
30839	40105
32370	34059
32370	36135
32370	37800
32370	39647
32370	40105
34059	36135
34059	37800
34059	39647
34059	40105
36135	37800
36135	39647
36135	40105
37800	39647
37800	40105
39647	40105
30839	32201
30839	33644
30839	33913
30839	35513
30839	36380
30839	40462
30839	40901
30839	41625
30839	42149
30839	43276
30839	45923
32201	33644
32201	33913
32201	35513
32201	36380
32201	40462
32201	40901
32201	41625
32201	42149
32201	43276
32201	45923
33644	33913
33644	35513
33644	36380
33644	40462
33644	40901
33644	41625
33644	42149
33644	43276
33644	45923
33913	35513
33913	36380
33913	40462
33913	40901
33913	41625
33913	42149
33913	43276
33913	45923
35513	36380
35513	40462
35513	40901
35513	41625
35513	42149
35513	43276
35513	45923
36380	40462
36380	40901
36380	41625
36380	42149
36380	43276
36380	45923
40462	40901
40462	41625
40462	42149
40462	43276
40462	45923
40901	41625
40901	42149
40901	43276
40901	45923
41625	42149
41625	43276
41625	45923
42149	43276
42149	45923
43276	45923
30844	33964
30844	50706
33964	50706
30845	41336
30849	32192
30849	33442
30849	35375
30849	41190
30849	41979
32192	33442
32192	35375
32192	41190
32192	41979
33442	35375
33442	41190
33442	41979
35375	41190
35375	41979
41190	41979
30850	41495
30851	30906
30851	31479
30851	32781
30906	31479
30906	32781
31479	32781
30851	30906
30851	32414
30851	34682
30851	35823
30851	43023
30851	44873
30851	45027
30851	45320
30851	51030
30906	32414
30906	34682
30906	35823
30906	43023
30906	44873
30906	45027
30906	45320
30906	51030
32414	34682
32414	35823
32414	43023
32414	44873
32414	45027
32414	45320
32414	51030
34682	35823
34682	43023
34682	44873
34682	45027
34682	45320
34682	51030
35823	43023
35823	44873
35823	45027
35823	45320
35823	51030
43023	44873
43023	45027
43023	45320
43023	51030
44873	45027
44873	45320
44873	51030
45027	45320
45027	51030
45320	51030
30851	30906
30851	36207
30851	36936
30851	41191
30906	36207
30906	36936
30906	41191
36207	36936
36207	41191
36936	41191
30858	35013
30858	39630
35013	39630
30863	33621
30863	37513
30863	39919
33621	37513
33621	39919
37513	39919
30863	39344
36941	37488
36941	41703
37488	41703
30864	38372
30865	31457
30865	33101
30865	35281
30865	35696
30865	36682
30865	45631
30865	49313
30865	49851
31457	33101
31457	35281
31457	35696
31457	36682
31457	45631
31457	49313
31457	49851
33101	35281
33101	35696
33101	36682
33101	45631
33101	49313
33101	49851
35281	35696
35281	36682
35281	45631
35281	49313
35281	49851
35696	36682
35696	45631
35696	49313
35696	49851
36682	45631
36682	49313
36682	49851
45631	49313
45631	49851
49313	49851
30866	33609
30866	33610
30866	39451
30866	39847
30866	39855
30866	40490
30866	41181
30866	41182
30866	41862
33609	33610
33609	39451
33609	39847
33609	39855
33609	40490
33609	41181
33609	41182
33609	41862
33610	39451
33610	39847
33610	39855
33610	40490
33610	41181
33610	41182
33610	41862
39451	39847
39451	39855
39451	40490
39451	41181
39451	41182
39451	41862
39847	39855
39847	40490
39847	41181
39847	41182
39847	41862
39855	40490
39855	41181
39855	41182
39855	41862
40490	41181
40490	41182
40490	41862
41181	41182
41181	41862
41182	41862
30866	30906
30866	34362
30866	35390
30866	36809
30906	34362
30906	35390
30906	36809
34362	35390
34362	36809
35390	36809
30867	42022
30868	30906
30868	31158
30868	33632
30868	33676
30868	34309
30868	36941
30868	38208
30868	42392
30868	43236
30868	43314
30868	43647
30868	43861
30868	44461
30868	44462
30868	44722
30868	45024
30868	45183
30868	45223
30868	45305
30868	45427
30868	45728
30868	45791
30868	46676
30868	47129
30868	47500
30868	47551
30868	48220
30868	48433
30868	48525
30868	48536
30868	48598
30868	48754
30868	48781
30868	48796
30868	49350
30868	49397
30868	49418
30868	49898
30868	50009
30868	50171
30868	50273
30868	50289
30868	50290
30868	50874
30868	51433
30868	51485
30868	51547
30868	51581
30868	51738
30906	31158
30906	33632
30906	33676
30906	34309
30906	36941
30906	38208
30906	42392
30906	43236
30906	43314
30906	43647
30906	43861
30906	44461
30906	44462
30906	44722
30906	45024
30906	45183
30906	45223
30906	45305
30906	45427
30906	45728
30906	45791
30906	46676
30906	47129
30906	47500
30906	47551
30906	48220
30906	48433
30906	48525
30906	48536
30906	48598
30906	48754
30906	48781
30906	48796
30906	49350
30906	49397
30906	49418
30906	49898
30906	50009
30906	50171
30906	50273
30906	50289
30906	50290
30906	50874
30906	51433
30906	51485
30906	51547
30906	51581
30906	51738
31158	33632
31158	33676
31158	34309
31158	36941
31158	38208
31158	42392
31158	43236
31158	43314
31158	43647
31158	43861
31158	44461
31158	44462
31158	44722
31158	45024
31158	45183
31158	45223
31158	45305
31158	45427
31158	45728
31158	45791
31158	46676
31158	47129
31158	47500
31158	47551
31158	48220
31158	48433
31158	48525
31158	48536
31158	48598
31158	48754
31158	48781
31158	48796
31158	49350
31158	49397
31158	49418
31158	49898
31158	50009
31158	50171
31158	50273
31158	50289
31158	50290
31158	50874
31158	51433
31158	51485
31158	51547
31158	51581
31158	51738
33632	33676
33632	34309
33632	36941
33632	38208
33632	42392
33632	43236
33632	43314
33632	43647
33632	43861
33632	44461
33632	44462
33632	44722
33632	45024
33632	45183
33632	45223
33632	45305
33632	45427
33632	45728
33632	45791
33632	46676
33632	47129
33632	47500
33632	47551
33632	48220
33632	48433
33632	48525
33632	48536
33632	48598
33632	48754
33632	48781
33632	48796
33632	49350
33632	49397
33632	49418
33632	49898
33632	50009
33632	50171
33632	50273
33632	50289
33632	50290
33632	50874
33632	51433
33632	51485
33632	51547
33632	51581
33632	51738
33676	34309
33676	36941
33676	38208
33676	42392
33676	43236
33676	43314
33676	43647
33676	43861
33676	44461
33676	44462
33676	44722
33676	45024
33676	45183
33676	45223
33676	45305
33676	45427
33676	45728
33676	45791
33676	46676
33676	47129
33676	47500
33676	47551
33676	48220
33676	48433
33676	48525
33676	48536
33676	48598
33676	48754
33676	48781
33676	48796
33676	49350
33676	49397
33676	49418
33676	49898
33676	50009
33676	50171
33676	50273
33676	50289
33676	50290
33676	50874
33676	51433
33676	51485
33676	51547
33676	51581
33676	51738
34309	36941
34309	38208
34309	42392
34309	43236
34309	43314
34309	43647
34309	43861
34309	44461
34309	44462
34309	44722
34309	45024
34309	45183
34309	45223
34309	45305
34309	45427
34309	45728
34309	45791
34309	46676
34309	47129
34309	47500
34309	47551
34309	48220
34309	48433
34309	48525
34309	48536
34309	48598
34309	48754
34309	48781
34309	48796
34309	49350
34309	49397
34309	49418
34309	49898
34309	50009
34309	50171
34309	50273
34309	50289
34309	50290
34309	50874
34309	51433
34309	51485
34309	51547
34309	51581
34309	51738
36941	38208
36941	42392
36941	43236
36941	43314
36941	43647
36941	43861
36941	44461
36941	44462
36941	44722
36941	45024
36941	45183
36941	45223
36941	45305
36941	45427
36941	45728
36941	45791
36941	46676
36941	47129
36941	47500
36941	47551
36941	48220
36941	48433
36941	48525
36941	48536
36941	48598
36941	48754
36941	48781
36941	48796
36941	49350
36941	49397
36941	49418
36941	49898
36941	50009
36941	50171
36941	50273
36941	50289
36941	50290
36941	50874
36941	51433
36941	51485
36941	51547
36941	51581
36941	51738
38208	42392
38208	43236
38208	43314
38208	43647
38208	43861
38208	44461
38208	44462
38208	44722
38208	45024
38208	45183
38208	45223
38208	45305
38208	45427
38208	45728
38208	45791
38208	46676
38208	47129
38208	47500
38208	47551
38208	48220
38208	48433
38208	48525
38208	48536
38208	48598
38208	48754
38208	48781
38208	48796
38208	49350
38208	49397
38208	49418
38208	49898
38208	50009
38208	50171
38208	50273
38208	50289
38208	50290
38208	50874
38208	51433
38208	51485
38208	51547
38208	51581
38208	51738
42392	43236
42392	43314
42392	43647
42392	43861
42392	44461
42392	44462
42392	44722
42392	45024
42392	45183
42392	45223
42392	45305
42392	45427
42392	45728
42392	45791
42392	46676
42392	47129
42392	47500
42392	47551
42392	48220
42392	48433
42392	48525
42392	48536
42392	48598
42392	48754
42392	48781
42392	48796
42392	49350
42392	49397
42392	49418
42392	49898
42392	50009
42392	50171
42392	50273
42392	50289
42392	50290
42392	50874
42392	51433
42392	51485
42392	51547
42392	51581
42392	51738
43236	43314
43236	43647
43236	43861
43236	44461
43236	44462
43236	44722
43236	45024
43236	45183
43236	45223
43236	45305
43236	45427
43236	45728
43236	45791
43236	46676
43236	47129
43236	47500
43236	47551
43236	48220
43236	48433
43236	48525
43236	48536
43236	48598
43236	48754
43236	48781
43236	48796
43236	49350
43236	49397
43236	49418
43236	49898
43236	50009
43236	50171
43236	50273
43236	50289
43236	50290
43236	50874
43236	51433
43236	51485
43236	51547
43236	51581
43236	51738
43314	43647
43314	43861
43314	44461
43314	44462
43314	44722
43314	45024
43314	45183
43314	45223
43314	45305
43314	45427
43314	45728
43314	45791
43314	46676
43314	47129
43314	47500
43314	47551
43314	48220
43314	48433
43314	48525
43314	48536
43314	48598
43314	48754
43314	48781
43314	48796
43314	49350
43314	49397
43314	49418
43314	49898
43314	50009
43314	50171
43314	50273
43314	50289
43314	50290
43314	50874
43314	51433
43314	51485
43314	51547
43314	51581
43314	51738
43647	43861
43647	44461
43647	44462
43647	44722
43647	45024
43647	45183
43647	45223
43647	45305
43647	45427
43647	45728
43647	45791
43647	46676
43647	47129
43647	47500
43647	47551
43647	48220
43647	48433
43647	48525
43647	48536
43647	48598
43647	48754
43647	48781
43647	48796
43647	49350
43647	49397
43647	49418
43647	49898
43647	50009
43647	50171
43647	50273
43647	50289
43647	50290
43647	50874
43647	51433
43647	51485
43647	51547
43647	51581
43647	51738
43861	44461
43861	44462
43861	44722
43861	45024
43861	45183
43861	45223
43861	45305
43861	45427
43861	45728
43861	45791
43861	46676
43861	47129
43861	47500
43861	47551
43861	48220
43861	48433
43861	48525
43861	48536
43861	48598
43861	48754
43861	48781
43861	48796
43861	49350
43861	49397
43861	49418
43861	49898
43861	50009
43861	50171
43861	50273
43861	50289
43861	50290
43861	50874
43861	51433
43861	51485
43861	51547
43861	51581
43861	51738
44461	44462
44461	44722
44461	45024
44461	45183
44461	45223
44461	45305
44461	45427
44461	45728
44461	45791
44461	46676
44461	47129
44461	47500
44461	47551
44461	48220
44461	48433
44461	48525
44461	48536
44461	48598
44461	48754
44461	48781
44461	48796
44461	49350
44461	49397
44461	49418
44461	49898
44461	50009
44461	50171
44461	50273
44461	50289
44461	50290
44461	50874
44461	51433
44461	51485
44461	51547
44461	51581
44461	51738
44462	44722
44462	45024
44462	45183
44462	45223
44462	45305
44462	45427
44462	45728
44462	45791
44462	46676
44462	47129
44462	47500
44462	47551
44462	48220
44462	48433
44462	48525
44462	48536
44462	48598
44462	48754
44462	48781
44462	48796
44462	49350
44462	49397
44462	49418
44462	49898
44462	50009
44462	50171
44462	50273
44462	50289
44462	50290
44462	50874
44462	51433
44462	51485
44462	51547
44462	51581
44462	51738
44722	45024
44722	45183
44722	45223
44722	45305
44722	45427
44722	45728
44722	45791
44722	46676
44722	47129
44722	47500
44722	47551
44722	48220
44722	48433
44722	48525
44722	48536
44722	48598
44722	48754
44722	48781
44722	48796
44722	49350
44722	49397
44722	49418
44722	49898
44722	50009
44722	50171
44722	50273
44722	50289
44722	50290
44722	50874
44722	51433
44722	51485
44722	51547
44722	51581
44722	51738
45024	45183
45024	45223
45024	45305
45024	45427
45024	45728
45024	45791
45024	46676
45024	47129
45024	47500
45024	47551
45024	48220
45024	48433
45024	48525
45024	48536
45024	48598
45024	48754
45024	48781
45024	48796
45024	49350
45024	49397
45024	49418
45024	49898
45024	50009
45024	50171
45024	50273
45024	50289
45024	50290
45024	50874
45024	51433
45024	51485
45024	51547
45024	51581
45024	51738
45183	45223
45183	45305
45183	45427
45183	45728
45183	45791
45183	46676
45183	47129
45183	47500
45183	47551
45183	48220
45183	48433
45183	48525
45183	48536
45183	48598
45183	48754
45183	48781
45183	48796
45183	49350
45183	49397
45183	49418
45183	49898
45183	50009
45183	50171
45183	50273
45183	50289
45183	50290
45183	50874
45183	51433
45183	51485
45183	51547
45183	51581
45183	51738
45223	45305
45223	45427
45223	45728
45223	45791
45223	46676
45223	47129
45223	47500
45223	47551
45223	48220
45223	48433
45223	48525
45223	48536
45223	48598
45223	48754
45223	48781
45223	48796
45223	49350
45223	49397
45223	49418
45223	49898
45223	50009
45223	50171
45223	50273
45223	50289
45223	50290
45223	50874
45223	51433
45223	51485
45223	51547
45223	51581
45223	51738
45305	45427
45305	45728
45305	45791
45305	46676
45305	47129
45305	47500
45305	47551
45305	48220
45305	48433
45305	48525
45305	48536
45305	48598
45305	48754
45305	48781
45305	48796
45305	49350
45305	49397
45305	49418
45305	49898
45305	50009
45305	50171
45305	50273
45305	50289
45305	50290
45305	50874
45305	51433
45305	51485
45305	51547
45305	51581
45305	51738
45427	45728
45427	45791
45427	46676
45427	47129
45427	47500
45427	47551
45427	48220
45427	48433
45427	48525
45427	48536
45427	48598
45427	48754
45427	48781
45427	48796
45427	49350
45427	49397
45427	49418
45427	49898
45427	50009
45427	50171
45427	50273
45427	50289
45427	50290
45427	50874
45427	51433
45427	51485
45427	51547
45427	51581
45427	51738
45728	45791
45728	46676
45728	47129
45728	47500
45728	47551
45728	48220
45728	48433
45728	48525
45728	48536
45728	48598
45728	48754
45728	48781
45728	48796
45728	49350
45728	49397
45728	49418
45728	49898
45728	50009
45728	50171
45728	50273
45728	50289
45728	50290
45728	50874
45728	51433
45728	51485
45728	51547
45728	51581
45728	51738
45791	46676
45791	47129
45791	47500
45791	47551
45791	48220
45791	48433
45791	48525
45791	48536
45791	48598
45791	48754
45791	48781
45791	48796
45791	49350
45791	49397
45791	49418
45791	49898
45791	50009
45791	50171
45791	50273
45791	50289
45791	50290
45791	50874
45791	51433
45791	51485
45791	51547
45791	51581
45791	51738
46676	47129
46676	47500
46676	47551
46676	48220
46676	48433
46676	48525
46676	48536
46676	48598
46676	48754
46676	48781
46676	48796
46676	49350
46676	49397
46676	49418
46676	49898
46676	50009
46676	50171
46676	50273
46676	50289
46676	50290
46676	50874
46676	51433
46676	51485
46676	51547
46676	51581
46676	51738
47129	47500
47129	47551
47129	48220
47129	48433
47129	48525
47129	48536
47129	48598
47129	48754
47129	48781
47129	48796
47129	49350
47129	49397
47129	49418
47129	49898
47129	50009
47129	50171
47129	50273
47129	50289
47129	50290
47129	50874
47129	51433
47129	51485
47129	51547
47129	51581
47129	51738
47500	47551
47500	48220
47500	48433
47500	48525
47500	48536
47500	48598
47500	48754
47500	48781
47500	48796
47500	49350
47500	49397
47500	49418
47500	49898
47500	50009
47500	50171
47500	50273
47500	50289
47500	50290
47500	50874
47500	51433
47500	51485
47500	51547
47500	51581
47500	51738
47551	48220
47551	48433
47551	48525
47551	48536
47551	48598
47551	48754
47551	48781
47551	48796
47551	49350
47551	49397
47551	49418
47551	49898
47551	50009
47551	50171
47551	50273
47551	50289
47551	50290
47551	50874
47551	51433
47551	51485
47551	51547
47551	51581
47551	51738
48220	48433
48220	48525
48220	48536
48220	48598
48220	48754
48220	48781
48220	48796
48220	49350
48220	49397
48220	49418
48220	49898
48220	50009
48220	50171
48220	50273
48220	50289
48220	50290
48220	50874
48220	51433
48220	51485
48220	51547
48220	51581
48220	51738
48433	48525
48433	48536
48433	48598
48433	48754
48433	48781
48433	48796
48433	49350
48433	49397
48433	49418
48433	49898
48433	50009
48433	50171
48433	50273
48433	50289
48433	50290
48433	50874
48433	51433
48433	51485
48433	51547
48433	51581
48433	51738
48525	48536
48525	48598
48525	48754
48525	48781
48525	48796
48525	49350
48525	49397
48525	49418
48525	49898
48525	50009
48525	50171
48525	50273
48525	50289
48525	50290
48525	50874
48525	51433
48525	51485
48525	51547
48525	51581
48525	51738
48536	48598
48536	48754
48536	48781
48536	48796
48536	49350
48536	49397
48536	49418
48536	49898
48536	50009
48536	50171
48536	50273
48536	50289
48536	50290
48536	50874
48536	51433
48536	51485
48536	51547
48536	51581
48536	51738
48598	48754
48598	48781
48598	48796
48598	49350
48598	49397
48598	49418
48598	49898
48598	50009
48598	50171
48598	50273
48598	50289
48598	50290
48598	50874
48598	51433
48598	51485
48598	51547
48598	51581
48598	51738
48754	48781
48754	48796
48754	49350
48754	49397
48754	49418
48754	49898
48754	50009
48754	50171
48754	50273
48754	50289
48754	50290
48754	50874
48754	51433
48754	51485
48754	51547
48754	51581
48754	51738
48781	48796
48781	49350
48781	49397
48781	49418
48781	49898
48781	50009
48781	50171
48781	50273
48781	50289
48781	50290
48781	50874
48781	51433
48781	51485
48781	51547
48781	51581
48781	51738
48796	49350
48796	49397
